id,condition,emotionally,treated,lovecountry,respect,decency,math,weak,unfairly,betray,traditions,disgusting,cruel,rights,loyalty,chaos,god,compassion,fairly,history,kidrespect,harmlessdg,good,animal,justice,family,sexroles,unnatural,kill,rich,team,soldier,chastity,102,103,104,105,108,109,110,111,112,113,114,201,202,203,204,205,206,207,208,303,402,403,404,405,406,408,409,410,411,501,502,503,504,507,509,510,601,602,603,604,605,608,610,611,612,614,701,702,703,704,705,706,707,709,710,711,712,713,714,715,716,801,802,803,804,805,808,810
67,before,5,5,2,3,4,0,5,5,3,2,4,5,5,4,4,3,5,5,3,4,2,5,5,5,3,2,2,4,4,2,3,3,3,4,3,5,5,4,4,5,4,4,4,5,5,5,5,5,5,5,5,4,4,4,5,5,5,5,4,5,5,5,4,5,5,4,4,4,5,4,4,5,5,5,5,4,5,4,5,4,5,5,5,5,5,5,5,3,3,5,3,5,4,5,5,5,5,4,5,4
68,before,5,5,4,4,4,0,5,5,4,3,4,5,5,4,4,3,5,5,3,4,3,5,5,5,4,2,2,5,4,3,3,3,3,5,4,5,5,3,3,5,4,4,4,5,5,4,5,5,5,5,5,5,5,5,4,5,5,5,4,5,5,4,4,4,4,4,4,4,4,4,4,4,5,4,5,4,5,4,5,4,5,5,5,3,5,5,5,5,4,5,4,5,3,5,5,5,5,3,4,4
69,before,5,5,3,4,4,0,5,5,4,3,4,5,5,4,4,3,5,5,3,4,2,5,5,5,3,2,1,5,4,3,2,3,3,5,4,5,5,4,3,4,4,4,4,5,5,5,5,5,5,5,5,5,4,4,4,5,5,5,4,5,5,4,4,5,5,4,4,4,4,4,4,4,5,4,5,4,4,4,5,3,5,5,5,4,4,5,5,4,3,5,3,5,4,5,5,5,5,3,5,4
70,before,5,5,2,3,4,0,5,5,4,2,3,5,5,3,4,1,5,5,3,4,3,5,5,5,2,2,1,4,4,3,3,3,4,5,4,5,5,4,4,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,4,4,4,5,4,4,5,5,4,5,4,5,5,5,4,5,4,5,4,4,5,5,5,4,5,4,5,5,5,5,5,5,3,5,4
71,before,5,5,3,4,4,0,5,5,4,3,4,5,5,4,4,3,4,5,3,4,2,5,5,5,3,2,2,4,4,3,3,3,3,5,3,4,5,3,3,4,3,3,4,5,5,5,5,5,5,5,5,5,4,4,4,5,5,5,3,5,5,4,4,5,5,4,4,4,4,3,4,4,5,4,4,3,5,3,5,4,5,4,5,3,5,5,5,4,4,5,3,5,3,5,5,5,5,3,5,4
72,before,5,5,3,4,4,0,5,5,4,3,4,5,5,4,4,3,5,5,3,4,3,5,5,5,4,2,2,5,4,3,3,3,3,5,4,5,5,4,3,5,4,4,4,5,5,5,5,5,5,5,5,5,4,5,4,5,5,5,3,5,5,4,4,5,5,4,5,3,4,4,4,4,5,4,4,4,5,4,5,4,4,4,5,4,3,5,4,3,4,5,4,5,4,5,5,5,5,3,5,4
73,before,5,5,2,3,4,0,5,5,4,2,4,5,5,4,4,2,5,5,3,4,2,5,5,5,3,1,1,4,3,2,2,2,3,5,3,5,5,4,3,5,5,3,4,5,5,4,5,5,5,5,5,5,4,4,3,5,5,5,4,5,5,5,4,5,5,4,5,4,3,4,3,4,5,3,5,5,5,4,5,4,5,3,5,3,5,5,5,4,3,5,4,5,5,5,5,5,5,3,4,3
74,before,5,5,3,3,4,0,5,5,4,3,4,5,5,4,4,3,5,5,3,4,3,5,5,5,3,2,2,4,4,3,2,2,3,4,3,4,4,3,3,4,4,4,3,5,5,4,5,5,5,5,5,4,4,3,3,5,5,5,4,5,5,4,4,5,5,3,4,3,4,4,3,4,4,3,4,4,4,4,4,2,4,4,5,3,4,5,5,4,4,5,2,5,3,5,5,5,5,3,5,4
75,before,5,5,2,4,4,0,5,5,4,3,4,5,5,4,4,2,5,5,3,4,3,5,5,5,4,2,2,5,4,3,3,2,4,5,4,5,5,4,4,5,3,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,4,5,4
76,before,5,5,3,4,4,0,5,5,4,3,4,5,5,4,4,3,5,5,3,4,3,5,5,5,3,2,2,5,4,3,3,3,4,5,4,5,5,3,4,5,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,4,5,4,5,5,4,5,5,5,5,4,5,5,5,3,5,5,5,4,5,5,5,4,3,5,4,5,4,5,5,5,5,3,5,3
77,before,5,5,1,1,2,0,5,5,3,1,2,5,5,3,4,0,5,5,1,3,2,5,5,5,3,1,1,1,4,2,1,1,3,5,4,5,5,4,4,5,4,5,4,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,4,5,5,4,5,5,5,4,5,4,5,4,4,5,5,4,5,4,5,4,4,3,5,4,5,3,4,4,5,4,4,5,4,5,4,5,5,5,5,4,5,4
78,before,5,5,4,4,5,0,5,5,4,3,5,5,5,4,5,3,5,5,3,4,3,5,5,5,3,2,2,5,4,3,3,3,4,5,4,5,5,4,4,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,4,5,4,5,5,5,4,4,5,4,5,5,5,5,5,5,3,5,3
79,before,5,5,2,3,4,0,5,5,4,2,4,5,5,4,4,3,5,5,3,4,3,5,5,5,3,2,2,5,4,3,3,2,3,5,3,5,4,2,3,4,3,4,3,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,3,5,5,4,4,5,5,4,4,4,4,4,4,4,5,3,5,4,4,4,5,4,5,4,5,5,5,5,5,5,3,5,4,5,5,5,5,5,5,3,5,3
80,before,5,5,2,4,4,0,5,5,4,3,4,5,5,4,4,3,5,5,3,4,3,5,5,5,4,2,3,4,4,3,3,3,4,5,4,5,5,4,4,5,4,4,3,5,5,4,5,5,5,5,5,5,5,4,5,5,5,5,4,5,5,5,5,5,5,4,5,4,4,4,4,4,5,3,5,4,4,5,5,4,5,4,5,4,5,5,5,4,3,5,4,5,5,5,5,5,5,3,5,3
81,before,5,5,2,4,4,0,5,5,4,3,3,5,5,4,4,2,4,5,2,4,3,5,5,5,3,2,2,4,4,3,3,3,3,5,4,5,5,3,3,4,4,4,4,5,5,5,5,5,5,5,5,5,4,4,4,5,5,5,3,5,5,5,5,5,5,4,5,4,4,4,4,4,4,3,5,4,4,4,5,3,5,4,5,4,5,5,5,4,3,5,3,5,4,5,5,5,5,3,5,4
82,before,5,5,2,3,5,0,5,5,4,3,5,5,5,4,4,2,5,5,3,4,3,5,5,5,3,2,2,4,4,3,3,3,3,5,4,5,5,4,3,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,3,3,3,4,3,3,3,4,4,2,4,3,4,3,5,5,5,5,3,4,4
83,before,5,5,2,3,4,0,5,5,4,3,4,5,5,4,4,2,5,5,3,4,2,5,5,5,3,1,2,4,4,2,2,2,4,5,5,5,5,3,4,5,4,4,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,4,5,5,3,4,4,5,4,4,4,5,5,4,5,5,4,5,4,5,5,5,3,5,3,5,3,5,5,5,4,2,5,4,5,5,5,5,5,5,3,5,4
84,before,5,5,2,3,4,0,5,5,4,3,4,5,5,4,4,1,5,5,3,4,2,5,5,5,3,1,1,5,4,2,2,3,3,4,3,5,5,4,3,5,4,4,4,5,5,5,5,5,5,5,5,5,4,4,4,5,5,5,3,5,5,4,4,5,5,4,4,3,4,4,4,4,4,3,5,4,4,4,5,3,5,4,5,3,4,4,5,3,3,5,4,5,4,5,5,5,5,3,5,3
85,before,5,5,3,3,4,0,5,5,4,3,4,5,5,4,4,3,5,5,0,3,3,5,5,5,3,1,2,3,4,3,2,1,3,5,4,5,5,4,3,5,4,4,4,5,5,5,5,5,5,5,5,5,4,4,3,5,5,5,4,5,5,4,5,5,5,4,5,4,4,4,4,4,5,4,5,4,4,4,5,4,5,3,5,4,4,5,5,4,3,5,4,5,4,5,5,5,5,3,5,4
86,before,5,5,3,4,4,0,5,5,4,3,4,5,5,4,4,3,5,5,3,4,3,5,5,5,3,2,2,4,4,3,3,3,3,4,4,5,4,3,3,5,4,4,4,5,5,4,5,5,5,5,5,5,4,4,4,5,5,5,4,5,5,5,5,5,5,4,4,4,5,4,5,5,5,4,5,4,5,4,5,5,5,4,5,5,4,5,5,4,5,5,4,5,4,5,5,5,5,3,5,4
87,before,5,5,2,3,4,0,5,5,4,3,4,5,5,4,4,2,5,5,3,4,2,5,5,5,3,2,1,4,4,3,3,3,3,5,4,5,5,4,4,5,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4
88,before,5,5,2,3,4,0,5,5,4,3,4,5,5,4,4,2,5,5,3,4,3,5,5,5,4,2,2,5,4,3,3,3,3,4,3,5,5,4,4,5,3,3,4,5,5,4,5,5,5,5,5,4,4,4,4,5,5,5,3,4,5,4,4,5,5,4,4,3,4,4,3,4,4,3,5,4,4,4,4,3,3,3,5,3,4,4,5,3,3,5,3,5,4,5,5,5,5,3,5,4
89,before,5,5,4,4,5,0,5,5,4,3,4,5,5,4,5,3,5,5,0,4,3,5,5,5,3,2,1,5,4,3,3,2,3,4,3,5,4,3,3,4,3,3,3,5,5,4,5,5,5,5,5,4,4,4,4,5,5,5,4,5,5,4,4,5,5,4,4,4,5,4,4,5,5,4,5,4,4,4,5,2,4,3,5,3,4,4,5,4,2,5,3,5,4,5,5,5,5,2,4,2
90,before,5,5,3,4,3,0,5,5,4,3,3,5,5,4,4,3,5,5,0,4,2,5,5,5,3,1,2,4,4,3,3,2,3,5,4,5,5,4,4,5,5,4,4,5,5,4,5,5,5,5,5,5,4,5,4,5,5,5,4,5,5,4,4,5,5,3,4,3,4,5,5,4,5,4,5,5,5,4,5,3,5,4,5,3,5,5,5,5,3,5,3,5,4,5,5,5,5,3,5,3
91,before,5,5,3,4,4,0,5,5,4,3,4,5,5,4,4,2,5,5,3,4,3,5,5,5,3,2,2,4,4,3,2,2,4,5,3,5,5,3,4,5,4,3,4,5,5,5,5,5,5,5,5,5,4,4,4,5,5,5,3,5,5,4,4,5,5,4,4,3,4,5,4,4,4,3,5,4,5,4,5,3,5,4,5,4,5,4,5,4,3,5,4,5,4,5,5,5,5,3,5,4
92,before,5,5,3,4,4,0,5,5,4,3,4,5,5,4,4,3,5,5,3,4,3,5,5,5,3,2,2,4,4,3,2,3,4,5,4,5,5,4,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,4,5,5,5,5,5,5,4,5,4,5,5,4,5,4,5,5,5,5,4,5,4,5,5,5,4,5,5,5,4,5,5,5,5,4,5,5,5,5,3,5,5
93,before,5,5,3,4,4,0,5,5,4,3,4,5,5,4,5,3,5,5,3,4,2,5,5,5,3,2,1,4,4,2,2,3,3,5,4,5,5,4,3,5,5,4,4,5,5,4,5,5,5,5,5,5,4,4,5,5,5,5,4,5,5,5,4,5,5,3,4,3,4,5,4,4,5,4,5,5,5,5,5,2,5,5,5,3,5,5,5,4,3,5,3,5,5,5,5,5,5,2,5,4
94,before,5,5,3,3,4,0,5,5,4,2,3,5,5,4,4,1,5,5,3,4,2,5,5,5,3,2,1,4,4,3,3,3,3,4,3,4,4,3,3,4,4,4,3,5,5,4,5,5,5,5,5,4,4,4,4,5,5,5,3,5,5,4,4,4,4,3,4,4,3,4,3,3,4,4,4,3,4,3,5,3,5,4,5,4,5,5,5,4,4,5,4,5,4,5,5,5,5,3,5,4
95,before,5,5,3,3,4,0,5,5,3,2,4,5,5,3,4,2,5,5,3,4,3,5,5,5,3,2,2,4,4,3,3,3,3,4,3,5,4,3,3,5,4,3,3,5,5,4,5,4,4,5,5,4,4,3,3,4,5,4,3,4,5,3,4,4,4,3,4,3,4,4,4,4,5,3,4,3,4,4,5,3,5,4,5,3,4,4,5,3,3,5,3,5,4,5,5,5,5,4,5,3
96,before,5,5,2,3,3,0,5,5,4,3,4,5,5,4,4,2,4,5,3,4,3,5,5,5,2,2,2,3,3,2,2,3,3,4,3,5,4,4,3,4,4,4,4,5,5,5,5,5,5,5,5,5,4,4,4,4,5,5,4,5,5,4,3,5,4,4,4,4,4,4,4,4,4,4,5,4,4,4,5,4,4,4,5,4,4,4,5,4,3,5,3,5,3,5,5,5,5,3,5,4
97,before,5,5,2,4,3,0,5,5,4,3,4,5,5,4,4,3,5,5,3,4,1,5,5,5,3,1,0,4,4,2,2,3,4,5,4,5,5,4,3,5,4,4,4,5,5,4,5,5,5,5,5,5,4,5,4,5,5,5,4,5,5,5,5,5,5,4,5,5,5,5,4,5,5,5,5,4,5,5,5,2,5,4,5,4,5,5,5,2,3,5,3,5,4,5,5,5,5,4,5,4
98,before,5,5,3,4,4,0,5,5,4,3,4,5,5,4,5,2,5,5,3,4,2,5,5,5,3,2,2,4,4,3,3,2,4,5,4,5,5,4,4,5,4,4,4,5,5,5,5,5,5,5,5,4,4,4,4,5,5,5,4,5,5,4,4,4,4,4,4,4,4,5,4,4,5,4,5,5,4,4,5,4,5,5,5,5,4,5,5,4,3,5,4,5,4,5,5,5,5,3,5,4
99,before,5,5,2,3,3,0,5,5,3,2,2,5,5,3,4,2,5,5,3,4,2,5,5,5,3,2,2,4,4,3,2,3,3,4,4,4,4,3,3,4,4,3,3,5,5,4,5,5,5,5,5,5,4,4,4,4,5,5,4,4,5,4,4,4,4,3,4,3,4,4,4,4,4,3,4,4,4,3,4,3,4,3,5,3,3,3,5,3,3,5,3,5,3,5,5,5,5,3,4,3
100,before,5,5,3,4,4,0,5,5,4,3,4,5,5,4,4,2,5,5,3,4,3,5,5,5,3,2,2,4,4,3,3,3,3,4,3,4,4,4,3,5,4,3,4,5,5,4,5,5,5,5,5,4,4,3,3,5,5,5,3,4,5,4,4,5,4,3,4,3,5,5,4,5,5,4,5,5,5,4,5,3,5,3,5,3,4,4,5,4,3,5,2,5,4,5,5,5,5,3,5,3
101,before,5,5,2,3,4,0,5,5,3,3,4,5,5,3,4,2,5,5,3,4,2,5,5,5,3,2,2,5,4,3,3,2,3,4,3,4,4,3,3,4,3,3,3,5,5,4,5,5,5,5,5,4,4,4,4,5,5,5,3,5,5,4,4,5,5,4,4,4,4,4,4,4,4,2,4,3,4,3,5,3,4,4,5,4,4,4,5,3,3,5,3,5,3,5,5,5,5,2,5,3
102,before,5,5,2,4,4,0,5,5,4,3,4,5,5,4,5,3,5,5,3,4,3,5,5,5,4,2,2,4,3,3,3,1,3,4,3,5,5,4,3,4,4,3,4,5,5,5,5,5,5,5,5,5,4,4,4,5,5,5,4,5,5,4,4,5,5,4,4,4,4,4,4,4,5,4,5,4,4,4,5,3,5,4,5,3,4,5,5,5,3,5,4,5,4,5,5,5,5,4,5,4
103,before,5,5,3,4,4,0,5,5,4,3,4,5,5,4,4,3,5,5,3,4,3,5,5,5,3,2,3,4,4,3,2,3,4,5,4,5,5,4,3,5,4,4,4,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,4,5,5,5,5,5,5,4,5,4,4,5,4,4,5,5,5,5,5,4,5,4,5,5,5,4,5,5,5,4,4,5,4,5,4,5,5,5,5,3,5,4
104,before,5,5,2,3,3,0,5,5,3,2,4,5,5,3,4,2,5,5,3,4,2,5,5,5,3,2,1,4,3,2,2,3,3,4,4,5,5,4,3,5,4,4,3,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,4,5,5,4,4,5,5,4,4,3,4,4,4,4,4,4,5,4,4,4,5,3,5,3,5,3,4,5,5,3,4,5,3,5,5,5,5,5,5,2,5,3
105,before,5,5,2,3,4,0,5,5,4,2,3,5,5,4,3,1,5,5,0,4,3,5,5,5,3,1,2,4,4,2,3,3,3,4,4,5,5,3,3,4,4,4,4,5,5,4,5,5,5,5,5,4,3,3,3,4,5,4,3,4,5,4,4,4,4,4,4,3,4,4,3,4,4,4,4,3,4,4,5,4,5,4,5,4,4,5,5,3,3,5,4,5,3,5,5,5,5,2,5,3
106,before,5,5,2,4,4,0,5,5,4,3,4,5,5,4,4,3,4,5,3,4,3,5,5,5,3,2,2,4,4,3,2,3,3,4,3,5,4,3,3,4,3,3,3,5,5,4,5,5,5,5,5,4,4,4,4,5,5,5,3,5,5,4,4,5,5,3,4,4,4,4,3,4,4,3,4,4,3,4,4,2,3,3,4,3,3,2,4,2,2,5,3,5,3,5,5,5,5,3,5,3
107,before,5,5,3,4,5,0,5,5,4,3,5,5,5,4,4,3,5,5,3,4,3,5,5,5,3,2,2,5,4,3,3,3,4,5,4,5,5,4,4,5,5,4,4,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,4,5,5,4,4,5,5,4,5,4,5,5,5,5,5,4,5,5,5,5,5,3,5,4,5,3,4,5,5,5,3,5,3,5,5,5,5,5,5,3,5,4
108,before,5,5,3,3,4,0,5,5,4,2,4,5,5,4,4,3,5,5,3,3,2,5,5,5,3,1,2,4,4,2,2,3,3,5,3,5,4,3,3,5,4,3,3,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,4,5,5,5,4,5,5,4,4,4,4,5,4,4,5,3,5,5,4,5,5,3,4,4,5,4,4,5,5,3,3,5,3,5,5,5,5,5,5,3,5,3
109,before,5,5,3,4,5,0,5,5,4,3,4,5,5,4,4,3,5,5,3,4,3,5,5,5,4,2,3,4,4,3,3,3,3,4,3,5,4,3,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,4,5,5,4,4,5,5,3,4,3,4,4,4,4,5,4,5,4,5,4,4,3,5,5,5,4,5,5,5,4,3,5,4,5,5,5,5,5,5,3,5,4
110,before,5,5,4,4,5,0,5,5,4,3,5,5,5,4,4,4,5,5,3,4,3,5,5,5,4,2,2,4,4,3,4,3,3,4,4,5,5,3,3,4,4,4,3,5,5,4,5,5,5,5,5,5,5,4,4,5,5,5,4,5,5,4,4,5,5,4,5,4,4,4,4,5,4,3,5,4,4,4,5,3,5,4,5,4,4,5,5,4,4,5,4,5,3,5,5,5,5,2,5,3
111,before,5,5,2,3,4,0,5,5,4,2,4,5,5,4,3,3,5,5,3,4,3,5,5,5,3,2,2,4,4,3,3,3,3,5,4,5,5,4,3,5,4,3,4,5,5,4,5,5,5,5,5,4,4,5,4,5,5,5,3,5,5,5,5,5,4,4,4,4,5,4,4,5,5,4,5,4,5,4,5,3,5,4,5,3,5,5,5,4,3,5,4,5,4,5,5,5,5,3,5,3
112,before,5,5,2,3,4,0,5,5,4,2,4,5,5,4,4,3,5,5,2,4,3,5,5,5,4,2,3,4,4,3,3,3,3,5,4,5,5,4,4,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,4,5,5,5,5,5,5,4,5,4,5,5,4,5,4,4,5,4,5,5,5,4,5,4,5,4,5,5,5,5,4,5,4,5,5,5,5,5,5,3,5,4
113,before,5,5,3,3,4,0,5,5,4,2,4,5,5,4,4,3,5,5,3,4,3,5,5,5,3,1,2,4,3,2,3,2,3,4,4,5,5,3,3,5,5,4,4,5,5,5,5,5,5,5,5,5,4,4,4,5,5,5,4,5,5,4,4,5,5,4,4,4,4,4,4,4,4,3,5,4,4,4,4,3,5,5,5,4,5,5,5,4,3,5,4,5,4,5,5,5,5,2,4,3
114,before,5,5,2,4,4,0,5,5,3,2,4,5,5,3,4,2,5,5,3,4,2,5,5,5,3,2,1,4,3,2,2,3,3,5,3,5,4,3,3,4,4,3,4,5,5,4,5,5,5,5,5,5,4,4,3,4,5,4,4,4,5,4,4,5,5,3,4,4,4,4,3,4,5,3,5,4,5,3,4,2,4,3,4,3,3,3,5,3,3,5,3,5,3,5,5,5,5,3,5,3
115,before,5,5,2,3,4,0,5,5,4,3,4,5,5,3,4,3,5,5,3,4,2,5,5,5,3,2,1,4,4,3,3,3,3,5,4,5,5,4,3,5,4,3,4,5,5,4,5,5,5,5,5,5,4,4,4,5,5,5,4,5,5,5,5,5,5,4,5,4,5,4,4,5,5,4,5,4,5,4,5,3,5,4,5,3,4,5,5,4,1,5,3,5,4,5,5,5,5,3,4,3
116,before,5,5,2,3,4,0,5,5,3,2,4,5,5,3,4,2,5,5,3,4,2,5,5,5,3,1,2,3,4,3,2,2,3,5,4,5,5,4,4,5,4,4,4,5,5,5,5,5,5,5,5,5,4,4,4,5,5,5,4,5,5,4,3,4,4,3,3,3,4,4,4,5,5,4,5,4,5,4,5,3,5,4,5,4,4,4,5,3,3,5,3,5,4,5,5,5,5,3,5,4
117,before,5,5,3,4,4,0,5,5,4,3,4,5,5,4,4,3,5,5,3,4,3,5,5,5,4,2,2,4,3,3,4,3,3,5,4,5,5,3,4,5,4,4,4,5,5,4,5,5,5,5,5,5,5,4,4,5,5,5,4,5,5,5,4,5,5,3,4,3,5,4,4,5,5,4,5,4,4,4,5,4,5,4,5,4,5,5,5,4,4,5,4,5,4,5,5,5,5,3,5,4
118,before,5,5,3,4,4,0,5,5,4,3,4,5,5,4,4,3,5,5,3,4,3,5,5,5,2,2,2,5,4,3,3,3,3,4,4,5,5,3,3,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,3,5,5,3,4,5,4,4,4,4,5,5,4,5,5,3,5,5,5,5,5,3,5,4,5,3,5,5,5,4,3,5,2,5,5,5,5,5,5,3,5,4
119,before,5,5,4,3,3,0,5,5,4,3,2,5,5,4,4,4,5,5,3,4,2,5,5,5,3,2,1,4,4,3,3,3,3,4,3,5,4,3,3,4,4,3,4,5,5,4,5,5,5,5,5,4,4,4,4,4,5,5,3,5,5,4,4,5,5,4,4,4,4,4,4,4,5,4,5,4,4,4,5,5,5,4,5,3,5,5,5,5,4,5,4,5,4,5,5,5,5,4,5,3
120,before,5,5,3,4,4,0,5,5,4,3,4,5,5,4,4,3,5,5,3,4,3,5,5,5,4,2,2,5,3,3,3,3,3,4,4,5,5,3,4,5,5,4,4,5,5,5,5,5,5,5,5,5,4,4,4,5,5,5,3,5,5,4,4,5,5,4,4,4,5,4,4,5,5,4,5,5,5,5,5,4,5,5,5,4,5,5,5,4,3,5,3,5,5,5,5,5,5,3,5,4
121,before,5,5,2,4,3,0,5,5,4,2,3,5,5,4,4,2,5,5,3,4,3,5,5,5,3,2,2,4,3,3,2,3,3,4,4,5,5,4,3,5,4,3,4,5,5,4,5,5,5,5,5,4,4,4,4,5,5,5,3,5,5,4,4,4,4,3,4,4,4,4,3,4,4,4,5,4,4,4,5,2,5,4,5,3,4,4,5,3,3,5,4,5,3,5,5,5,5,2,5,3
122,before,5,5,2,3,4,0,5,5,4,3,4,5,5,4,3,3,5,5,1,4,2,5,5,5,3,2,1,4,4,3,4,3,3,4,4,5,4,3,3,5,5,3,4,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,3,5,5,4,4,5,4,4,5,4,5,5,5,5,5,4,5,4,4,5,5,4,5,4,5,4,4,5,5,4,3,5,3,5,4,5,5,5,5,3,5,3
123,before,5,5,4,4,4,0,5,5,4,3,4,5,5,4,4,3,5,5,3,4,2,5,5,5,3,3,2,4,4,3,3,3,3,4,4,5,5,4,4,4,4,4,4,5,5,4,5,5,5,5,5,5,5,5,4,5,5,5,4,5,5,5,5,5,5,4,5,5,5,5,4,5,5,4,5,4,5,5,5,5,5,5,5,4,5,5,5,4,4,5,5,5,4,5,5,5,5,3,5,4
124,before,5,5,2,4,4,0,5,5,3,3,4,5,5,4,4,2,5,5,3,4,3,5,5,5,4,2,2,5,4,3,5,3,3,5,4,5,5,4,4,5,4,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,4,5,4,4,5,5,5,5,4,5,5,5,5,5,3,5,4,5,3,5,5,5,5,3,5,3,5,5,5,5,5,5,3,5,4
125,before,5,5,4,3,4,0,5,5,4,2,4,5,5,4,4,3,5,5,3,4,3,5,5,5,4,2,2,4,4,3,2,3,3,5,4,5,5,4,4,5,4,4,4,5,5,4,5,5,5,5,5,5,4,3,4,5,5,5,3,5,5,5,5,5,5,4,5,4,4,5,4,5,5,4,5,4,5,5,5,3,4,4,5,4,4,5,5,4,3,5,4,5,5,5,5,5,5,3,4,4
126,before,5,5,3,4,4,0,5,5,4,3,4,5,5,4,4,3,5,5,3,4,3,5,5,5,4,2,2,4,4,3,3,3,4,5,3,5,5,3,3,5,4,3,4,5,5,4,5,5,5,5,5,5,5,4,4,5,5,5,3,5,5,4,4,5,4,4,4,4,4,4,3,5,5,4,5,4,4,4,5,2,5,4,5,3,5,5,5,3,3,5,4,5,4,5,5,5,5,4,4,3
127,before,5,5,1,3,4,0,5,5,3,2,4,5,5,3,4,1,5,5,2,4,3,5,5,5,3,1,2,4,4,3,2,2,3,4,3,5,4,4,3,4,4,3,3,5,5,4,5,5,5,5,5,5,4,3,3,4,5,4,3,4,5,4,4,4,4,3,4,3,4,4,3,4,4,3,4,3,4,4,5,3,4,3,5,3,4,4,5,3,3,5,3,5,3,5,5,5,5,3,4,3
128,before,5,5,3,4,4,0,5,5,4,3,4,5,5,4,4,3,5,5,3,4,3,5,5,5,3,2,2,5,4,3,2,3,3,4,4,5,5,3,3,5,4,4,4,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,4,4,5,5,4,4,4,5,4,4,5,5,4,5,5,5,5,5,4,5,4,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,4
1,after,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,4,4,3,3,4,3,3,3,5,5,4,5,5,5,5,5,4,4,4,3,4,5,4,2,4,5,3,3,3,4,3,4,3,3,3,3,3,4,2,4,3,4,4,3,3,3,3,4,3,4,4,4,4,3,4,3,4,3,5,5,5,5,3,5,3
2,after,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,4,4,3,3,4,4,2,3,5,5,4,5,5,5,5,5,4,4,4,4,4,5,4,3,4,5,4,4,5,4,3,4,4,4,4,4,4,4,3,5,3,4,4,5,4,5,4,5,4,4,5,5,4,3,5,3,5,4,5,5,5,5,2,5,3
3,after,5,5,0,0,0,0,5,5,0,0,0,5,5,0,0,0,5,5,0,0,0,5,5,5,0,0,0,5,5,0,0,0,3,4,4,4,4,3,3,4,4,3,3,5,5,4,4,5,5,5,5,4,4,4,4,4,5,4,4,4,5,4,4,4,5,4,5,4,4,4,3,4,4,4,5,3,5,4,4,4,4,3,5,4,4,4,5,4,3,5,3,5,3,5,5,5,5,3,4,3
4,after,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,4,4,3,3,4,3,3,3,5,5,4,5,5,5,5,5,4,4,3,4,4,5,5,3,5,5,4,4,4,4,4,4,4,4,4,4,4,5,3,5,3,4,4,5,3,5,3,5,4,4,4,5,3,4,5,3,5,3,5,5,5,5,3,4,4
5,after,5,5,0,0,1,0,5,5,2,1,1,5,5,2,4,0,5,5,3,2,1,5,5,5,3,1,1,5,4,2,1,1,2,4,3,5,5,3,2,4,4,3,2,5,5,3,5,5,5,5,5,4,4,3,4,5,5,5,4,4,5,3,2,4,4,3,4,2,4,5,4,4,5,3,5,5,5,4,5,3,4,3,5,4,4,4,5,4,3,5,3,5,3,5,5,5,5,2,4,3
