agent,id,condition,mfv,mfv_codes
GPT-4,72,qv,5,208
GPT-4,72,qv,4,303
GPT-4,72,qv,4,610
GPT-4,72,qv,4,713
GPT-4,72,qv,3,805
GPT-4,72,qv,4,715
GPT-4,72,qv,4,404
GPT-4,72,qv,4,111
GPT-4,72,qv,4,109
GPT-4,72,qv,4,703
GPT-4,72,qv,5,410
GPT-4,72,qv,3,603
GPT-4,72,qv,5,408
GPT-4,72,qv,3,704
GPT-4,72,qv,4,605
GPT-4,73,vq,2,409
GPT-4,73,vq,3,104
GPT-4,73,vq,4,703
GPT-4,73,vq,4,611
GPT-4,73,vq,4,715
GPT-4,73,vq,3,109
GPT-4,73,vq,4,103
GPT-4,73,vq,5,206
GPT-4,73,vq,3,705
GPT-4,73,vq,2,608
GPT-4,73,vq,3,112
GPT-4,73,vq,5,411
GPT-4,73,vq,4,503
GPT-4,73,vq,5,802
GPT-4,73,vq,4,510
GPT-4,73,vq,4,108
GPT-4,73,vq,2,113
GPT-4,73,vq,4,612
GPT-4,73,vq,5,111
GPT-4,73,vq,4,403
GPT-4,73,vq,4,602
GPT-4,73,vq,5,804
GPT-4,73,vq,5,205
GPT-4,73,vq,3,709
GPT-4,73,vq,5,204
GPT-4,73,vq,2,810
GPT-4,73,vq,1,702
GPT-4,73,vq,3,604
GPT-4,73,vq,3,701
GPT-4,73,vq,4,713
GPT-4,73,vq,5,408
GPT-4,73,vq,2,603
GPT-4,73,vq,5,504
GPT-4,73,vq,5,509
GPT-4,73,vq,5,201
GPT-4,73,vq,5,610
GPT-4,73,vq,5,402
GPT-4,73,vq,3,110
GPT-4,73,vq,5,803
GPT-4,73,vq,2,102
GPT-4,73,vq,5,207
GPT-4,73,vq,5,405
GPT-4,73,vq,5,303
GPT-4,73,vq,1,706
GPT-4,73,vq,5,808
GPT-4,73,vq,5,208
GPT-4,73,vq,5,801
GPT-4,73,vq,4,710
GPT-4,73,vq,3,614
GPT-4,73,vq,3,805
GPT-4,73,vq,1,712
GPT-4,73,vq,5,410
GPT-4,73,vq,2,714
GPT-4,73,vq,5,203
GPT-4,73,vq,4,601
GPT-4,73,vq,2,711
GPT-4,73,vq,5,406
GPT-4,73,vq,4,507
GPT-4,73,vq,4,501
GPT-4,73,vq,5,105
GPT-4,73,vq,5,605
GPT-4,73,vq,3,114
GPT-4,73,vq,4,502
GPT-4,73,vq,3,704
GPT-4,73,vq,5,202
GPT-4,73,vq,3,707
GPT-4,73,vq,4,404
GPT-4,73,vq,2,716
GPT-4,74,qv,2,702
GPT-4,74,qv,4,111
GPT-4,74,qv,3,507
GPT-4,74,qv,4,113
GPT-4,74,qv,4,403
GPT-4,74,qv,3,611
GPT-4,74,qv,5,201
GPT-4,74,qv,3,602
GPT-4,74,qv,1,716
GPT-4,74,qv,3,510
GPT-4,74,qv,3,102
GPT-4,74,qv,4,404
GPT-4,74,qv,5,208
GPT-4,74,qv,4,707
GPT-4,74,qv,4,610
GPT-4,74,qv,5,802
GPT-4,74,qv,3,109
GPT-4,74,qv,4,104
GPT-4,74,qv,2,114
GPT-4,74,qv,5,408
GPT-4,74,qv,5,406
GPT-4,74,qv,4,709
GPT-4,74,qv,5,803
GPT-4,74,qv,3,604
GPT-4,74,qv,2,608
GPT-4,74,qv,3,105
GPT-4,74,qv,4,203
GPT-4,74,qv,3,704
GPT-4,74,qv,4,601
GPT-4,74,qv,5,410
GPT-4,74,qv,5,202
GPT-4,74,qv,4,605
GPT-4,74,qv,2,703
GPT-4,74,qv,5,204
GPT-4,74,qv,3,805
GPT-4,74,qv,3,715
GPT-4,74,qv,4,808
GPT-4,74,qv,3,502
GPT-4,74,qv,4,705
GPT-4,74,qv,5,405
GPT-4,74,qv,2,110
GPT-4,74,qv,3,108
GPT-4,74,qv,4,612
GPT-4,74,qv,4,710
GPT-4,74,qv,3,509
GPT-4,74,qv,4,701
GPT-4,74,qv,5,303
GPT-4,74,qv,2,706
GPT-4,74,qv,5,411
GPT-4,74,qv,4,603
GPT-4,74,qv,4,409
GPT-4,74,qv,2,711
GPT-4,74,qv,2,714
GPT-4,74,qv,5,206
GPT-4,74,qv,4,713
GPT-4,74,qv,4,810
GPT-4,74,qv,4,503
GPT-4,74,qv,5,402
GPT-4,74,qv,3,712
GPT-4,74,qv,5,207
GPT-4,74,qv,5,205
GPT-4,74,qv,4,103
GPT-4,74,qv,4,501
GPT-4,74,qv,2,112
GPT-4,74,qv,5,801
GPT-4,74,qv,5,804
GPT-4,74,qv,4,504
GPT-4,74,qv,3,614
GPT-4,75,vq,4,605
GPT-4,75,vq,5,303
GPT-4,75,vq,5,801
GPT-4,75,vq,3,612
GPT-4,75,vq,2,704
GPT-4,75,vq,5,206
GPT-4,75,vq,5,802
GPT-4,75,vq,4,404
GPT-4,75,vq,4,610
GPT-4,75,vq,3,707
GPT-4,75,vq,3,611
GPT-4,75,vq,5,410
GPT-4,75,vq,5,204
GPT-4,75,vq,3,604
GPT-4,75,vq,5,803
GPT-4,75,vq,5,205
GPT-4,75,vq,2,603
GPT-4,75,vq,4,805
GPT-4,75,vq,3,714
GPT-4,75,vq,4,104
GPT-4,75,vq,2,705
GPT-4,75,vq,4,102
GPT-4,75,vq,3,608
GPT-4,75,vq,4,810
GPT-4,75,vq,4,105
GPT-4,75,vq,3,510
GPT-4,75,vq,4,509
GPT-4,75,vq,4,602
GPT-4,75,vq,3,114
GPT-4,75,vq,5,202
GPT-4,75,vq,3,110
GPT-4,75,vq,4,108
GPT-4,75,vq,5,207
GPT-4,75,vq,4,710
GPT-4,75,vq,3,502
GPT-4,75,vq,3,713
GPT-4,75,vq,2,701
GPT-4,75,vq,5,804
GPT-4,75,vq,5,402
GPT-4,75,vq,5,403
GPT-4,75,vq,4,504
GPT-4,75,vq,4,409
GPT-4,75,vq,4,503
GPT-4,75,vq,3,715
GPT-4,75,vq,2,716
GPT-4,75,vq,2,706
GPT-4,75,vq,4,712
GPT-4,75,vq,5,406
GPT-4,75,vq,2,711
GPT-4,75,vq,5,411
GPT-4,75,vq,3,614
GPT-4,75,vq,4,507
GPT-4,75,vq,3,112
GPT-4,75,vq,5,405
GPT-4,75,vq,2,709
GPT-4,75,vq,5,808
GPT-4,75,vq,3,703
GPT-4,75,vq,5,408
GPT-4,75,vq,5,203
GPT-4,75,vq,4,103
GPT-4,75,vq,5,208
GPT-4,75,vq,4,501
GPT-4,75,vq,2,702
GPT-4,75,vq,5,201
GPT-4,75,vq,4,601
GPT-4,75,vq,4,109
GPT-4,75,vq,4,111
GPT-4,75,vq,4,113
GPT-4,76,qv,4,204
GPT-4,76,qv,3,105
GPT-4,76,qv,3,409
GPT-4,76,qv,5,201
GPT-4,76,qv,4,404
GPT-4,76,qv,2,113
GPT-4,76,qv,5,208
GPT-4,76,qv,4,403
GPT-4,76,qv,5,804
GPT-4,76,qv,4,510
GPT-4,76,qv,3,109
GPT-4,76,qv,5,801
GPT-4,76,qv,4,111
GPT-4,76,qv,3,108
GPT-4,76,qv,4,402
GPT-4,76,qv,5,503
GPT-4,76,qv,3,715
GPT-4,76,qv,4,610
GPT-4,76,qv,1,711
GPT-4,76,qv,5,713
GPT-4,76,qv,4,712
GPT-4,76,qv,4,703
GPT-4,76,qv,2,114
GPT-4,76,qv,3,104
GPT-4,76,qv,1,702
GPT-4,76,qv,3,701
GPT-4,76,qv,4,810
GPT-4,76,qv,5,802
GPT-4,76,qv,4,710
GPT-4,76,qv,3,805
GPT-4,76,qv,5,605
GPT-4,76,qv,5,303
GPT-4,76,qv,3,706
GPT-4,76,qv,4,501
GPT-4,76,qv,4,614
GPT-4,76,qv,5,602
GPT-4,76,qv,5,411
GPT-4,76,qv,2,714
GPT-4,76,qv,4,603
GPT-4,76,qv,4,707
GPT-4,76,qv,5,504
GPT-4,76,qv,5,509
GPT-4,76,qv,5,206
GPT-4,76,qv,3,704
GPT-4,76,qv,5,202
GPT-4,76,qv,4,410
GPT-4,76,qv,4,705
GPT-4,76,qv,2,112
GPT-4,76,qv,4,507
GPT-4,76,qv,4,611
GPT-4,76,qv,5,803
GPT-4,76,qv,5,808
GPT-4,76,qv,5,205
GPT-4,76,qv,5,406
GPT-4,76,qv,2,716
GPT-4,76,qv,4,604
GPT-4,76,qv,5,207
GPT-4,76,qv,3,102
GPT-4,76,qv,3,709
GPT-4,76,qv,3,103
GPT-4,76,qv,5,408
GPT-4,76,qv,4,405
GPT-4,76,qv,3,110
GPT-4,76,qv,4,502
GPT-4,76,qv,4,601
GPT-4,76,qv,5,203
GPT-4,76,qv,4,612
GPT-4,76,qv,4,608
GPT-4,77,vq,4,402
GPT-4,77,vq,3,703
GPT-4,77,vq,3,507
GPT-4,77,vq,4,405
GPT-4,77,vq,4,103
GPT-4,77,vq,4,504
GPT-4,77,vq,5,801
GPT-4,77,vq,5,202
GPT-4,77,vq,5,201
GPT-4,77,vq,3,502
GPT-4,77,vq,3,113
GPT-4,77,vq,5,105
GPT-4,77,vq,3,810
GPT-4,77,vq,3,403
GPT-4,77,vq,3,705
GPT-4,77,vq,2,706
GPT-4,77,vq,2,711
GPT-4,77,vq,5,205
GPT-4,77,vq,4,605
GPT-4,77,vq,4,109
GPT-4,77,vq,5,208
GPT-4,77,vq,3,409
GPT-4,77,vq,2,702
GPT-4,77,vq,4,610
GPT-4,77,vq,4,204
GPT-4,77,vq,2,612
GPT-4,77,vq,3,112
GPT-4,77,vq,3,603
GPT-4,77,vq,5,802
GPT-4,77,vq,3,715
GPT-4,77,vq,5,206
GPT-4,77,vq,3,614
GPT-4,77,vq,5,804
GPT-4,77,vq,3,701
GPT-4,77,vq,3,510
GPT-4,77,vq,4,710
GPT-4,77,vq,3,707
GPT-4,77,vq,4,410
GPT-4,77,vq,3,709
GPT-4,77,vq,4,111
GPT-4,77,vq,2,712
GPT-4,77,vq,5,207
GPT-4,77,vq,4,602
GPT-4,77,vq,4,713
GPT-4,77,vq,4,404
GPT-4,77,vq,3,114
GPT-4,77,vq,3,716
GPT-4,77,vq,4,805
GPT-4,77,vq,3,604
GPT-4,77,vq,3,509
GPT-4,77,vq,4,611
GPT-4,77,vq,4,102
GPT-4,77,vq,3,601
GPT-4,77,vq,3,608
GPT-4,77,vq,5,108
GPT-4,77,vq,5,411
GPT-4,77,vq,4,501
GPT-4,77,vq,3,104
GPT-4,77,vq,4,203
GPT-4,77,vq,5,406
GPT-4,77,vq,2,704
GPT-4,77,vq,4,808
GPT-4,77,vq,4,503
GPT-4,77,vq,3,110
GPT-4,77,vq,4,303
GPT-4,77,vq,2,714
GPT-4,77,vq,4,408
GPT-4,77,vq,5,803
GPT-4,78,qv,3,503
GPT-4,78,qv,5,204
GPT-4,78,qv,4,405
GPT-4,78,qv,4,303
GPT-4,78,qv,2,409
GPT-4,78,qv,2,701
GPT-4,78,qv,5,202
GPT-4,78,qv,3,509
GPT-4,78,qv,2,712
GPT-4,78,qv,3,608
GPT-4,78,qv,4,411
GPT-4,78,qv,2,714
GPT-4,78,qv,5,408
GPT-4,78,qv,3,713
GPT-4,78,qv,3,603
GPT-4,78,qv,4,808
GPT-4,78,qv,3,810
GPT-4,78,qv,3,705
GPT-4,78,qv,4,605
GPT-4,78,qv,5,201
GPT-4,78,qv,3,709
GPT-4,78,qv,2,114
GPT-4,78,qv,3,704
GPT-4,78,qv,3,105
GPT-4,78,qv,3,710
GPT-4,78,qv,3,502
GPT-4,78,qv,5,802
GPT-4,78,qv,3,507
GPT-4,78,qv,5,801
GPT-4,78,qv,3,604
GPT-4,78,qv,2,702
GPT-4,78,qv,5,402
GPT-4,78,qv,3,715
GPT-4,78,qv,4,113
GPT-4,78,qv,5,410
GPT-4,78,qv,5,406
GPT-4,78,qv,3,611
GPT-4,78,qv,5,207
GPT-4,78,qv,3,805
GPT-4,78,qv,5,208
GPT-4,78,qv,2,711
GPT-4,78,qv,4,109
GPT-4,78,qv,5,404
GPT-4,78,qv,3,614
GPT-4,78,qv,3,706
GPT-4,78,qv,5,804
GPT-4,78,qv,3,602
GPT-4,78,qv,3,102
GPT-4,78,qv,3,501
GPT-4,78,qv,2,112
GPT-4,78,qv,4,403
GPT-4,78,qv,3,716
GPT-4,78,qv,4,504
GPT-4,78,qv,4,601
GPT-4,78,qv,4,108
GPT-4,78,qv,5,205
GPT-4,78,qv,4,612
GPT-4,78,qv,5,206
GPT-4,78,qv,5,803
GPT-4,78,qv,2,110
GPT-4,78,qv,2,707
GPT-4,78,qv,3,104
GPT-4,78,qv,4,610
GPT-4,78,qv,4,203
GPT-4,78,qv,3,703
GPT-4,78,qv,3,510
GPT-4,78,qv,3,111
GPT-4,78,qv,4,103
GPT-4,79,vq,5,208
GPT-4,79,vq,5,411
GPT-4,79,vq,4,406
GPT-4,79,vq,3,705
GPT-4,79,vq,5,804
GPT-4,79,vq,3,706
GPT-4,79,vq,5,803
GPT-4,79,vq,4,509
GPT-4,79,vq,2,110
GPT-4,79,vq,5,204
GPT-4,79,vq,4,610
GPT-4,79,vq,3,403
GPT-4,79,vq,4,203
GPT-4,79,vq,4,108
GPT-4,79,vq,2,114
GPT-4,79,vq,4,103
GPT-4,79,vq,4,712
GPT-4,79,vq,3,701
GPT-4,79,vq,4,105
GPT-4,79,vq,5,710
GPT-4,79,vq,4,410
GPT-4,79,vq,4,715
GPT-4,79,vq,3,614
GPT-4,79,vq,3,113
GPT-4,79,vq,2,702
GPT-4,79,vq,3,102
GPT-4,79,vq,3,604
GPT-4,79,vq,4,510
GPT-4,79,vq,3,707
GPT-4,79,vq,3,601
GPT-4,79,vq,5,504
GPT-4,79,vq,5,202
GPT-4,79,vq,5,802
GPT-4,79,vq,5,808
GPT-4,79,vq,4,501
GPT-4,79,vq,5,612
GPT-4,79,vq,4,404
GPT-4,79,vq,5,703
GPT-4,79,vq,5,605
GPT-4,79,vq,3,603
GPT-4,79,vq,5,402
GPT-4,79,vq,5,206
GPT-4,79,vq,2,714
GPT-4,79,vq,4,608
GPT-4,79,vq,5,205
GPT-4,79,vq,4,502
GPT-4,79,vq,4,709
GPT-4,79,vq,4,111
GPT-4,79,vq,5,503
GPT-4,79,vq,4,408
GPT-4,79,vq,3,409
GPT-4,79,vq,5,201
GPT-4,79,vq,4,810
GPT-4,79,vq,4,109
GPT-4,79,vq,3,716
GPT-4,79,vq,4,704
GPT-4,79,vq,4,805
GPT-4,79,vq,4,112
GPT-4,79,vq,4,303
GPT-4,79,vq,5,713
GPT-4,79,vq,5,207
GPT-4,79,vq,5,405
GPT-4,79,vq,3,711
GPT-4,79,vq,2,104
GPT-4,79,vq,4,507
GPT-4,79,vq,5,801
GPT-4,79,vq,4,611
GPT-4,79,vq,4,602
GPT-4,80,qv,3,601
GPT-4,80,qv,1,608
GPT-4,80,qv,5,411
GPT-4,80,qv,3,709
GPT-4,80,qv,3,604
GPT-4,80,qv,4,203
GPT-4,80,qv,5,208
GPT-4,80,qv,5,503
GPT-4,80,qv,3,714
GPT-4,80,qv,3,109
GPT-4,80,qv,3,711
GPT-4,80,qv,4,712
GPT-4,80,qv,4,303
GPT-4,80,qv,5,802
GPT-4,80,qv,4,509
GPT-4,80,qv,3,614
GPT-4,80,qv,4,403
GPT-4,80,qv,4,104
GPT-4,80,qv,3,702
GPT-4,80,qv,5,207
GPT-4,80,qv,5,205
GPT-4,80,qv,4,710
GPT-4,80,qv,5,402
GPT-4,80,qv,5,808
GPT-4,80,qv,5,801
GPT-4,80,qv,2,603
GPT-4,80,qv,4,703
GPT-4,80,qv,3,611
GPT-4,80,qv,3,602
GPT-4,80,qv,3,612
GPT-4,80,qv,4,605
GPT-4,80,qv,5,206
GPT-4,80,qv,4,510
GPT-4,80,qv,3,707
GPT-4,80,qv,5,204
GPT-4,80,qv,5,202
GPT-4,80,qv,5,405
GPT-4,80,qv,3,706
GPT-4,80,qv,5,201
GPT-4,80,qv,4,507
GPT-4,80,qv,3,704
GPT-4,80,qv,5,406
GPT-4,80,qv,5,408
GPT-4,80,qv,4,110
GPT-4,80,qv,3,113
GPT-4,80,qv,4,705
GPT-4,80,qv,4,111
GPT-4,80,qv,3,102
GPT-4,80,qv,5,803
GPT-4,80,qv,3,716
GPT-4,80,qv,5,105
GPT-4,80,qv,5,410
GPT-4,80,qv,5,713
GPT-4,80,qv,4,409
GPT-4,80,qv,5,804
GPT-4,80,qv,4,103
GPT-4,80,qv,4,404
GPT-4,80,qv,5,810
GPT-4,80,qv,5,715
GPT-4,80,qv,3,114
GPT-4,80,qv,5,504
GPT-4,80,qv,5,501
GPT-4,80,qv,4,701
GPT-4,80,qv,5,805
GPT-4,80,qv,4,502
GPT-4,80,qv,5,108
GPT-4,80,qv,4,112
GPT-4,80,qv,4,610
GPT-4,81,vq,4,808
GPT-4,81,vq,3,109
GPT-4,81,vq,3,707
GPT-4,81,vq,4,710
GPT-4,81,vq,3,612
GPT-4,81,vq,3,110
GPT-4,81,vq,4,614
GPT-4,81,vq,2,711
GPT-4,81,vq,5,105
GPT-4,81,vq,2,716
GPT-4,81,vq,3,603
GPT-4,81,vq,5,804
GPT-4,81,vq,5,411
GPT-4,81,vq,4,111
GPT-4,81,vq,5,408
GPT-4,81,vq,4,303
GPT-4,81,vq,4,715
GPT-4,81,vq,3,502
GPT-4,81,vq,2,714
GPT-4,81,vq,2,704
GPT-4,81,vq,5,207
GPT-4,81,vq,3,510
GPT-4,81,vq,4,206
GPT-4,81,vq,4,604
GPT-4,81,vq,4,805
GPT-4,81,vq,2,706
GPT-4,81,vq,4,103
GPT-4,81,vq,4,403
GPT-4,81,vq,4,203
GPT-4,81,vq,3,507
GPT-4,81,vq,3,703
GPT-4,81,vq,5,205
GPT-4,81,vq,4,810
GPT-4,81,vq,3,112
GPT-4,81,vq,3,102
GPT-4,81,vq,5,402
GPT-4,81,vq,5,405
GPT-4,81,vq,5,204
GPT-4,81,vq,4,610
GPT-4,81,vq,2,702
GPT-4,81,vq,4,605
GPT-4,81,vq,4,503
GPT-4,81,vq,4,409
GPT-4,81,vq,4,108
GPT-4,81,vq,4,404
GPT-4,81,vq,5,201
GPT-4,81,vq,5,406
GPT-4,81,vq,3,114
GPT-4,81,vq,4,705
GPT-4,81,vq,4,501
GPT-4,81,vq,5,802
GPT-4,81,vq,5,202
GPT-4,81,vq,5,504
GPT-4,81,vq,4,602
GPT-4,81,vq,5,208
GPT-4,81,vq,2,712
GPT-4,81,vq,4,104
GPT-4,81,vq,3,611
GPT-4,81,vq,3,113
GPT-4,81,vq,3,709
GPT-4,81,vq,5,803
GPT-4,81,vq,5,801
GPT-4,81,vq,4,713
GPT-4,81,vq,4,601
GPT-4,81,vq,4,701
GPT-4,81,vq,4,608
GPT-4,81,vq,5,410
GPT-4,81,vq,4,509
Claude 2.1,0,qv,3,111
Claude 2.1,0,qv,1,104
Claude 2.1,0,qv,2,715
Claude 2.1,0,qv,2,109
Claude 2.1,0,qv,4,402
Claude 2.1,0,qv,1,707
Claude 2.1,0,qv,1,603
Claude 2.1,0,qv,3,105
Claude 2.1,0,qv,4,802
Claude 2.1,0,qv,2,408
Claude 2.1,0,qv,1,709
Claude 2.1,0,qv,1,704
Claude 2.1,0,qv,3,710
Claude 2.1,0,qv,2,614
Claude 2.1,0,qv,3,509
Claude 2.1,0,qv,2,501
Claude 2.1,0,qv,3,705
Claude 2.1,0,qv,2,112
Claude 2.1,0,qv,2,703
Claude 2.1,0,qv,1,712
Claude 2.1,0,qv,3,405
Claude 2.1,0,qv,3,605
Claude 2.1,0,qv,2,114
Claude 2.1,0,qv,2,204
Claude 2.1,0,qv,2,701
Claude 2.1,0,qv,2,611
Claude 2.1,0,qv,1,404
Claude 2.1,0,qv,4,208
Claude 2.1,0,qv,1,409
Claude 2.1,0,qv,1,604
Claude 2.1,0,qv,2,403
Claude 2.1,0,qv,3,713
Claude 2.1,0,qv,2,610
Claude 2.1,0,qv,4,803
Claude 2.1,0,qv,2,507
Claude 2.1,0,qv,2,510
Claude 2.1,0,qv,3,503
Claude 2.1,0,qv,1,702
Claude 2.1,0,qv,4,411
Claude 2.1,0,qv,3,201
Claude 2.1,0,qv,2,706
Claude 2.1,0,qv,3,810
Claude 2.1,0,qv,2,102
Claude 2.1,0,qv,2,608
Claude 2.1,0,qv,1,714
Claude 2.1,0,qv,3,808
Claude 2.1,0,qv,2,601
Claude 2.1,0,qv,3,504
Claude 2.1,0,qv,3,206
Claude 2.1,0,qv,4,406
Claude 2.1,0,qv,4,303
Claude 2.1,0,qv,4,804
Claude 2.1,0,qv,4,801
Claude 2.1,0,qv,2,602
Claude 2.1,0,qv,3,805
Claude 2.1,0,qv,3,108
Claude 2.1,0,qv,4,202
Claude 2.1,0,qv,3,207
Claude 2.1,0,qv,2,113
Claude 2.1,0,qv,3,103
Claude 2.1,0,qv,2,612
Claude 2.1,0,qv,2,110
Claude 2.1,0,qv,3,203
Claude 2.1,0,qv,1,716
Claude 2.1,0,qv,3,410
Claude 2.1,0,qv,2,502
Claude 2.1,0,qv,3,205
Claude 2.1,0,qv,2,711
Claude 2.1,2,qv,2,113
Claude 2.1,2,qv,4,202
Claude 2.1,2,qv,3,610
Claude 2.1,2,qv,3,711
Claude 2.1,2,qv,3,503
Claude 2.1,2,qv,2,510
Claude 2.1,2,qv,3,701
Claude 2.1,2,qv,3,707
Claude 2.1,2,qv,4,411
Claude 2.1,2,qv,3,108
Claude 2.1,2,qv,2,112
Claude 2.1,2,qv,3,810
Claude 2.1,2,qv,2,614
Claude 2.1,2,qv,2,604
Claude 2.1,2,qv,3,204
Claude 2.1,2,qv,2,608
Claude 2.1,2,qv,4,802
Claude 2.1,2,qv,3,602
Claude 2.1,2,qv,4,703
Claude 2.1,2,qv,4,205
Claude 2.1,2,qv,2,404
Claude 2.1,2,qv,2,714
Claude 2.1,2,qv,2,110
Claude 2.1,2,qv,3,612
Claude 2.1,2,qv,3,702
Claude 2.1,2,qv,3,103
Claude 2.1,2,qv,2,603
Claude 2.1,2,qv,4,706
Claude 2.1,2,qv,3,203
Claude 2.1,2,qv,4,710
Claude 2.1,2,qv,4,804
Claude 2.1,2,qv,4,504
Claude 2.1,2,qv,3,502
Claude 2.1,2,qv,2,104
Claude 2.1,2,qv,4,201
Claude 2.1,2,qv,4,207
Claude 2.1,2,qv,4,803
Claude 2.1,2,qv,4,303
Claude 2.1,2,qv,3,712
Claude 2.1,2,qv,3,507
Claude 2.1,2,qv,2,601
Claude 2.1,2,qv,4,801
Claude 2.1,2,qv,3,709
Claude 2.1,2,qv,3,704
Claude 2.1,2,qv,2,403
Claude 2.1,2,qv,3,501
Claude 2.1,2,qv,3,408
Claude 2.1,2,qv,2,611
Claude 2.1,2,qv,4,208
Claude 2.1,2,qv,3,410
Claude 2.1,2,qv,3,105
Claude 2.1,2,qv,4,705
Claude 2.1,2,qv,3,405
Claude 2.1,2,qv,4,715
Claude 2.1,2,qv,3,509
Claude 2.1,2,qv,2,102
Claude 2.1,2,qv,3,716
Claude 2.1,2,qv,2,111
Claude 2.1,2,qv,4,406
Claude 2.1,2,qv,2,114
Claude 2.1,2,qv,4,402
Claude 2.1,2,qv,3,805
Claude 2.1,2,qv,3,605
Claude 2.1,2,qv,2,409
Claude 2.1,2,qv,3,808
Claude 2.1,2,qv,2,109
Claude 2.1,2,qv,3,206
Claude 2.1,2,qv,4,713
Claude 2.1,4,qv,1,604
Claude 2.1,4,qv,2,706
Claude 2.1,4,qv,2,405
Claude 2.1,4,qv,1,102
Claude 2.1,4,qv,2,105
Claude 2.1,4,qv,1,603
Claude 2.1,4,qv,2,108
Claude 2.1,4,qv,1,114
Claude 2.1,4,qv,1,510
Claude 2.1,4,qv,3,703
Claude 2.1,4,qv,2,709
Claude 2.1,4,qv,1,702
Claude 2.1,4,qv,1,112
Claude 2.1,4,qv,2,707
Claude 2.1,4,qv,3,710
Claude 2.1,4,qv,2,712
Claude 2.1,4,qv,1,409
Claude 2.1,4,qv,3,503
Claude 2.1,4,qv,2,103
Claude 2.1,4,qv,3,711
Claude 2.1,4,qv,4,406
Claude 2.1,4,qv,1,716
Claude 2.1,4,qv,3,207
Claude 2.1,4,qv,2,501
Claude 2.1,4,qv,1,601
Claude 2.1,4,qv,2,410
Claude 2.1,4,qv,3,713
Claude 2.1,4,qv,3,201
Claude 2.1,4,qv,3,208
Claude 2.1,4,qv,1,203
Claude 2.1,4,qv,1,507
Claude 2.1,4,qv,2,411
Claude 2.1,4,qv,2,808
Claude 2.1,4,qv,1,611
Claude 2.1,4,qv,2,605
Claude 2.1,4,qv,2,408
Claude 2.1,4,qv,3,810
Claude 2.1,4,qv,4,804
Claude 2.1,4,qv,1,704
Claude 2.1,4,qv,2,206
Claude 2.1,4,qv,1,614
Claude 2.1,4,qv,1,110
Claude 2.1,4,qv,1,610
Claude 2.1,4,qv,4,801
Claude 2.1,4,qv,1,608
Claude 2.1,4,qv,3,202
Claude 2.1,4,qv,2,701
Claude 2.1,4,qv,3,303
Claude 2.1,4,qv,1,612
Claude 2.1,4,qv,3,803
Claude 2.1,4,qv,1,502
Claude 2.1,4,qv,4,715
Claude 2.1,4,qv,2,805
Claude 2.1,4,qv,1,403
Claude 2.1,4,qv,2,205
Claude 2.1,4,qv,1,204
Claude 2.1,4,qv,1,509
Claude 2.1,4,qv,3,402
Claude 2.1,4,qv,3,802
Claude 2.1,4,qv,2,504
Claude 2.1,4,qv,1,111
Claude 2.1,4,qv,1,714
Claude 2.1,4,qv,3,705
Claude 2.1,4,qv,1,104
Claude 2.1,4,qv,1,113
Claude 2.1,4,qv,2,404
Claude 2.1,4,qv,1,109
Claude 2.1,4,qv,1,602
Claude 2.1,6,qv,3,104
Claude 2.1,6,qv,2,711
Claude 2.1,6,qv,4,303
Claude 2.1,6,qv,2,707
Claude 2.1,6,qv,3,102
Claude 2.1,6,qv,3,203
Claude 2.1,6,qv,4,801
Claude 2.1,6,qv,2,404
Claude 2.1,6,qv,3,611
Claude 2.1,6,qv,2,409
Claude 2.1,6,qv,4,205
Claude 2.1,6,qv,4,808
Claude 2.1,6,qv,3,108
Claude 2.1,6,qv,3,111
Claude 2.1,6,qv,3,113
Claude 2.1,6,qv,2,403
Claude 2.1,6,qv,3,610
Claude 2.1,6,qv,4,201
Claude 2.1,6,qv,3,601
Claude 2.1,6,qv,3,703
Claude 2.1,6,qv,3,410
Claude 2.1,6,qv,4,804
Claude 2.1,6,qv,3,105
Claude 2.1,6,qv,3,408
Claude 2.1,6,qv,3,612
Claude 2.1,6,qv,3,713
Claude 2.1,6,qv,2,716
Claude 2.1,6,qv,3,701
Claude 2.1,6,qv,3,709
Claude 2.1,6,qv,4,207
Claude 2.1,6,qv,4,402
Claude 2.1,6,qv,3,602
Claude 2.1,6,qv,2,704
Claude 2.1,6,qv,3,710
Claude 2.1,6,qv,2,603
Claude 2.1,6,qv,3,502
Claude 2.1,6,qv,3,507
Claude 2.1,6,qv,2,702
Claude 2.1,6,qv,3,510
Claude 2.1,6,qv,3,103
Claude 2.1,6,qv,3,503
Claude 2.1,6,qv,3,501
Claude 2.1,6,qv,3,706
Claude 2.1,6,qv,3,608
Claude 2.1,6,qv,4,406
Claude 2.1,6,qv,4,810
Claude 2.1,6,qv,4,202
Claude 2.1,6,qv,4,504
Claude 2.1,6,qv,3,705
Claude 2.1,6,qv,3,712
Claude 2.1,6,qv,3,112
Claude 2.1,6,qv,3,114
Claude 2.1,6,qv,4,411
Claude 2.1,6,qv,3,614
Claude 2.1,6,qv,3,405
Claude 2.1,6,qv,4,803
Claude 2.1,6,qv,2,714
Claude 2.1,6,qv,3,109
Claude 2.1,6,qv,3,805
Claude 2.1,6,qv,4,208
Claude 2.1,6,qv,4,802
Claude 2.1,6,qv,3,604
Claude 2.1,6,qv,3,605
Claude 2.1,6,qv,3,110
Claude 2.1,6,qv,3,204
